index,species,pop,source,plant_id,sex,habitat,seeds_weighed,total_mass_mg,notes,notes2
503,S.sali,853,GH,33-1,H,D,25,5.18,SD-double checked,1 corresponds to V/INV
504,S.sali,853,GH,33-1,H,D,25,5.61,SD-double checked,1 corresponds to V/INV
505,S.sali,853,GH,33-1,H,D,9,1.92,SD-double checked,1 corresponds to V/INV
506,S.sali,853,GH,102-01,H,D,25,3.14,SD-double checked,10-corresponds to seed V/INV
507,S.sali,853,GH,102-01,H,D,25,2.96,SD-double checked,10-corresponds to seed V/INV
508,S.sali,853,GH,102-01,H,D,6,0.53,SD-double checked,10-corresponds to seed V/INV
509,S.sali,853,GH,102-01,H,D,25,2.41,SD-double checked,18-corresponds to seed V/INV
510,S.sali,853,GH,102-01,H,D,25,2.14,SD-double checked,18-corresponds to seed V/INV
511,S.sali,853,GH,102-01,H,D,19,1.55,SD-double checked,18-corresponds to seed V/INV
512,S.sali,842,GH,57.12,H,D,25,4.23,SD-double checked,
513,S.sali,842,GH,57.12,H,D,25,4.77,SD-double checked,
514,S.sali,842,GH,57.12,H,D,29,5.07,SD-double checked,"In book there is a ""?"" next to seed no. SD"
515,S.sali,842,GH,57.12,H,D,25,4.14,SD-double checked,
516,S.sali,842,GH,57.12,H,D,25,4.19,SD-double checked,
517,S.sali,842,GH,57.12,H,D,25,4.15,SD-double checked,
518,S.sali,842,GH,57.12,H,D,25,4.54,SD-double checked,
519,S.sali,842,GH,57.12,H,D,25,3.94,SD-double checked,
520,S.sali,842,GH,57.12,H,D,24,4.22,SD-double checked,
521,S.sali,842,GH,57.12,H,D,25,4.24,SD-double checked,
522,S.sali,842,GH,57.12,H,D,25,4.35,SD-double checked,
523,S.sali,842,GH,57.12,H,D,20,3.71,SD-double checked,
524,S.sali,853,GH,102-01,H,D,25,3.57,SD-double checked,
525,S.sali,853,GH,102-01,H,D,25,3.56,SD-double checked,
526,S.sali,853,GH,102-01,H,D,25,3.39,SD-double checked,
527,S.sali,853,GH,102-01,H,D,25,3.41,SD-double checked,
528,S.sali,853,GH,102-01,H,D,25,3.52,SD-double checked,
529,S.sali,853,GH,102-01,H,D,25,3.52,SD-double checked,
530,S.sali,853,GH,102-01,H,D,17,2.09,SD-double checked,
531,S.sali,853,GH,102-01,H,D,25,4.71,SD-double checked,
532,S.sali,853,GH,102-01,H,D,25,4.73,SD-double checked,
533,S.sali,853,GH,102-01,H,D,21,3.93,SD-double checked,
534,S.sali,853,GH,102-01,H,D,25,3,SD-double checked,
535,S.glob,844,GH,64,sex?,D,25,3.344,SD-double checked,
536,S.glob,844,GH,64,sex?,D,25,2.815,SD-double checked,
537,S.glob,844,GH,64,sex?,D,25,2.688,SD-double checked,
538,S.glob,844,GH,64,sex?,D,25,2.836,SD-double checked,
539,S.glob,844,GH,64,sex?,D,25,2.978,SD-double checked,
540,S.glob,844,GH,64,sex?,D,24,2.85,SD-double checked,
541,S.glob,844,GH,64,sex?,D,25,3.153,SD-double checked,
542,S.glob,844,GH,64,sex?,D,25,2.729,SD-double checked,
543,S.glob,844,GH,64,sex?,D,25,2.609,SD-double checked,
544,S.glob,844,GH,64,sex?,D,25,2.986,SD-double checked,
545,S.glob,844,GH,64,sex?,D,25,2.885,SD-double checked,
546,S.glob,844,GH,64,sex?,D,13,1.685,SD-double checked,
547,S.glob,844,GH,12,sex?,D,25,3.055,SD-double checked,
548,S.glob,844,GH,12,sex?,D,25,3.188,SD-double checked,
549,S.glob,844,GH,12,sex?,D,25,3.352,SD-double checked,
550,S.glob,844,GH,12,sex?,D,25,4.042,SD-double checked,
551,S.glob,844,GH,12,sex?,D,25,3.263,SD-double checked,
552,S.glob,844,GH,12,sex?,D,25,3.787,SD-double checked,
553,S.glob,844,GH,12,sex?,D,25,3.816,SD-double checked,
554,S.glob,844,GH,12,sex?,D,25,3.631,SD-double checked,
555,S.glob,844,GH,12,sex?,D,25,3.714,SD-double checked,
556,S.glob,844,GH,12,sex?,D,25,3.758,SD-double checked,
557,S.glob,844,GH,12,sex?,D,25,3.736,SD-double checked,
558,S.glob,844,GH,12,sex?,D,25,3.512,SD-double checked,
559,S.glob,844,GH,12,sex?,D,25,3.677,SD-double checked,
560,S.glob,844,GH,12,sex?,D,25,3.436,SD-double checked,
561,S.glob,844,GH,12,sex?,D,19,2.752,SD-double checked,
562,S.glob,844,GH,172,sex?,D,25,3.336,SD-double checked,
563,S.glob,844,GH,172,sex?,D,25,3.269,SD-double checked,
564,S.glob,844,GH,172,sex?,D,25,3.388,SD-double checked,
565,S.glob,844,GH,172,sex?,D,25,3.019,SD-double checked,
566,S.glob,844,GH,172,sex?,D,20,2.72,SD-double checked,
567,S.glob,844,GH,172,sex?,D,25,3.55,SD-double checked,
568,S.glob,844,GH,172,sex?,D,25,3.582,SD-double checked,
569,S.glob,844,GH,172,sex?,D,25,3.366,SD-double checked,
570,S.glob,844,GH,172,sex?,D,25,3.261,SD-double checked,
571,S.glob,844,GH,172,sex?,D,25,3.251,SD-double checked,
572,S.glob,844,GH,172,sex?,D,25,3.49,SD-double checked,
573,S.glob,844,GH,172,sex?,D,25,3.254,SD-double checked,
574,S.glob,844,GH,172,sex?,D,25,3.235,SD-double checked,
575,S.glob,844,GH,172,sex?,D,25,3.191,SD-double checked,
576,S.glob,844,GH,172,sex?,D,25,3.138,SD-double checked,
577,S.glob,844,GH,172,sex?,D,25,3.188,SD-double checked,
578,S.glob,844,GH,172,sex?,D,25,3.025,SD-double checked,
579,S.glob,844,GH,172,sex?,D,25,3.107,SD-double checked,
580,S.glob,844,GH,172,sex?,D,3,0.389,SD-double checked,
581,S.glob,844,GH,68,sex?,D,25,3.724,SD-double checked,
582,S.glob,844,GH,68,sex?,D,25,3.403,SD-double checked,
583,S.glob,844,GH,68,sex?,D,25,3.437,SD-double checked,
584,S.glob,844,GH,68,sex?,D,25,3.6,SD-double checked,
585,S.glob,844,GH,68,sex?,D,25,3.611,SD-double checked,
586,S.glob,844,GH,68,sex?,D,25,3.634,SD-double checked,
587,S.glob,844,GH,68,sex?,D,25,3.578,SD-double checked,
588,S.glob,844,GH,68,sex?,D,25,3.493,SD-double checked,
589,S.glob,844,GH,68,sex?,D,25,3.378,SD-double checked,
590,S.glob,844,GH,68,sex?,D,25,3.375,SD-double checked,
591,S.glob,844,GH,68,sex?,D,25,3.171,SD-double checked,
592,S.glob,844,GH,68,sex?,D,25,3.531,SD-double checked,
593,S.glob,844,GH,68,sex?,D,25,3.261,SD-double checked,
594,S.glob,844,GH,68,sex?,D,25,3.353,SD-double checked,
595,S.glob,844,GH,68,sex?,D,25,3.163,SD-double checked,
596,S.glob,844,GH,68,sex?,D,25,3.196,SD-double checked,
597,S.glob,844,GH,68,sex?,D,25,3.162,SD-double checked,
598,S.glob,844,GH,68,sex?,D,25,3.235,SD-double checked,
599,S.glob,844,GH,68,sex?,D,2,0.199,SD-double checked,
600,S.glob,844,GH,105-01,sex?,D,25,5.053,SD-double checked,
601,S.glob,844,GH,105-01,sex?,D,25,5.548,SD-double checked,
602,S.glob,844,GH,105-01,sex?,D,25,5.292,SD-double checked,
603,S.glob,844,GH,105-01,sex?,D,25,5.206,SD-double checked,
604,S.glob,844,GH,105-01,sex?,D,25,4.958,SD-double checked,
605,S.glob,844,GH,105-01,sex?,D,25,5.557,SD-double checked,
606,S.glob,844,GH,105-01,sex?,D,25,5.143,SD-double checked,
607,S.glob,844,GH,105-01,sex?,D,25,5.486,SD-double checked,
608,S.glob,844,GH,105-01,sex?,D,25,4.314,SD-double checked,
609,S.glob,844,GH,105-01,sex?,D,25,4.779,SD-double checked,
610,S.glob,844,GH,105-01,sex?,D,25,4.563,SD-double checked,
611,S.glob,844,GH,105-01,sex?,D,25,4.563,SD-double checked,
612,S.glob,844,GH,105-01,sex?,D,25,4.974,SD-double checked,
613,S.glob,844,GH,105-01,sex?,D,25,5.858,SD-double checked,
614,S.glob,844,GH,105-01,sex?,D,13,2.764,SD-double checked,
615,S.apok,865,GH,1,F,D,25,1.63,SD-double checked,
616,S.apok,865,GH,1,F,D,25,1.9,SD-double checked,
617,S.apok,865,GH,1,F,D,25,1.99,SD-double checked,
618,S.apok,865,GH,1,F,D,25,1.85,SD-double checked,
619,S.apok,865,GH,1,F,D,25,1.78,SD-double checked,
620,S.apok,865,GH,1,F,D,25,1.82,SD-double checked,
621,S.apok,865,GH,1,F,D,25,1.93,SD-double checked,
622,S.apok,865,GH,1,F,D,25,1.97,SD-double checked,
623,S.apok,865,GH,1,F,D,25,1.99,SD-double checked,
624,S.apok,865,GH,1,F,D,25,1.75,SD-double checked,
625,S.apok,865,GH,1,F,D,17,1.31,SD-double checked,
626,S.apok,865,GH,5,F,D,12,1.19,SD-double checked,
627,S.apok,865,GH,65,F,D,25,2.02,SD-double checked,
628,S.apok,865,GH,65,F,D,25,2.06,SD-double checked,
629,S.apok,865,GH,65,F,D,25,2.13,SD-double checked,
630,S.apok,865,GH,65,F,D,25,1.93,SD-double checked,
631,S.apok,865,GH,65,F,D,25,2.08,SD-double checked,
632,S.apok,865,GH,65,F,D,1,0.09,SD-double checked,
633,S.apok,865,GH,59,F,D,25,0.91,SD-double checked,
634,S.apok,865,GH,59,F,D,23,0.99,SD-double checked,
635,S.apok,865,GH,17,F,D,25,1.7,SD-double checked,
636,S.apok,865,GH,17,F,D,20,1.31,SD-double checked,
637,S.apok,865,GH,51,F,D,25,2.32,SD-double checked,
638,S.apok,865,GH,51,F,D,25,2.39,SD-double checked,
639,S.apok,865,GH,51,F,D,25,2.39,SD-double checked,
640,S.apok,865,GH,51,F,D,25,2.52,SD-double checked,
641,S.apok,865,GH,51,F,D,25,2.45,SD-double checked,
642,S.apok,865,GH,51,F,D,25,2.31,SD-double checked,
643,S.apok,865,GH,51,F,D,17,1.58,SD-double checked,
644,S.apok,865,GH,51,F,D,25,1.9,SD-double checked,
645,S.apok,865,GH,51,F,D,25,1.93,SD-double checked,
646,S.apok,865,GH,51,F,D,25,1.93,SD-double checked,
647,S.apok,865,GH,51,F,D,25,2.01,SD-double checked,
648,S.apok,865,GH,51,F,D,25,1.86,SD-double checked,
649,S.apok,865,GH,51,F,D,25,1.92,SD-double checked,
650,S.apok,865,GH,51,F,D,25,1.92,SD-double checked,
651,S.apok,865,GH,51,F,D,25,1.88,SD-double checked,
652,S.apok,865,GH,51,F,D,25,1.87,SD-double checked,
653,S.apok,865,GH,51,F,D,17,1.09,SD-double checked,
654,S.apok,865,GH,51,F,D,25,2.03,SD-double checked,
655,S.apok,865,GH,63,F,D,25,2.05,SD-double checked,
656,S.apok,865,GH,63,F,D,4,0.32,SD-double checked,
657,S.diff,848,GH,1989-1,H,W,25,8.32,SD-double checked,
658,S.diff,848,GH,1989-1,H,W,22,7.44,SD-double checked,
659,S.diff,848,GH,1,H,W,25,8.07,SD-double checked,
660,S.diff,848,GH,1,H,W,25,8.54,SD-double checked,
661,S.diff,848,GH,1,H,W,25,8.4,SD-double checked,
662,S.diff,848,GH,1,H,W,25,8.11,SD-double checked,
663,S.diff,848,GH,1,H,W,25,7.88,SD-double checked,
664,S.diff,848,GH,1,H,W,25,8.44,SD-double checked,
665,S.diff,848,GH,1,H,W,25,8.11,SD-double checked,
666,S.diff,848,GH,1,H,W,25,8.24,SD-double checked,
667,S.diff,848,GH,1,H,W,25,7.65,SD-double checked,
668,S.diff,848,GH,1,H,W,25,8.9,SD-double checked,
669,S.diff,848,GH,85,H,W,25,10.08,SD-double checked,
670,S.diff,848,GH,85,H,W,25,10.09,SD-double checked,
671,S.diff,848,GH,85,H,W,25,10.26,SD-double checked,
672,S.diff,848,GH,85,H,W,25,10.56,SD-double checked,
673,S.diff,848,GH,85,H,W,25,10.47,SD-double checked,
674,S.diff,848,GH,85,H,W,25,10.27,SD-double checked,
675,S.diff,848,GH,85,H,W,25,10.67,SD-double checked,
676,S.diff,848,GH,85,H,W,25,10.1,SD-double checked,
677,S.diff,848,GH,85,H,W,25,10.38,SD-double checked,
678,S.diff,848,GH,85,H,W,25,10.21,SD-double checked,
679,S.diff,848,GH,85,H,W,16,6.81,SD-double checked,
680,S.diff,848,GH,100,H,W,25,11.25,SD-double checked,
681,S.diff,848,GH,100,H,W,25,10.72,SD-double checked,
682,S.diff,848,GH,100,H,W,25,11.07,SD-double checked,
683,S.diff,848,GH,100,H,W,25,11.2,SD-double checked,
684,S.diff,848,GH,100,H,W,25,10.35,SD-double checked,
685,S.diff,848,GH,100,H,W,25,11.1,SD-double checked,
686,S.diff,848,GH,100,H,W,25,10.57,SD-double checked,
687,S.diff,848,GH,100,H,W,25,11.08,SD-double checked,
688,S.diff,848,GH,100,H,W,25,11.16,SD-double checked,
689,S.diff,848,GH,100,H,W,25,11.03,SD-double checked,
690,S.diff,848,GH,100,H,W,25,11.04,SD-double checked,
691,S.diff,848,GH,100,H,W,25,11.49,SD-double checked,
692,S.diff,848,GH,100,H,W,22,9.56,SD-double checked,
693,S.hook,794,Field,21,H,M,25,2.38,SD-double checked,
694,S.hook,794,Field,21,H,M,25,2.58,SD-double checked,
695,S.hook,794,Field,21,H,M,25,2.61,SD-double checked,
696,S.hook,794,Field,21,H,M,25,2.54,SD-double checked,
697,S.hook,794,Field,21,H,M,25,2.52,SD-double checked,
698,S.hook,794,Field,21,H,M,25,2.65,SD-double checked,
699,S.hook,794,Field,21,H,M,25,2.57,SD-double checked,
700,S.hook,794,Field,21,H,M,25,2.58,SD-double checked,
701,S.hook,794,Field,21,H,M,25,2.45,SD-double checked,
702,S.hook,794,Field,21,H,M,25,2.51,SD-double checked,
703,S.hook,794,Field,21,H,M,25,2.55,SD-double checked,
704,S.hook,794,Field,21,H,M,25,2.46,SD-double checked,
705,S.hook,794,Field,21,H,M,25,2.24,SD-double checked,
706,S.hook,794,Field,21,H,M,25,2.39,SD-double checked,
707,S.hook,794,Field,21,H,M,25,2.5,SD-double checked,
708,S.hook,794,Field,21,H,M,25,2.49,SD-double checked,
709,S.hook,794,Field,22,H,M,25,2.41,SD-double checked,
710,S.hook,794,Field,22,H,M,25,2.45,SD-double checked,
711,S.hook,794,Field,22,H,M,25,2.4,SD-double checked,
712,S.hook,794,Field,22,H,M,25,2.43,SD-double checked,
713,S.hook,794,Field,22,H,M,25,2.32,SD-double checked,
714,S.hook,794,Field,22,H,M,25,2.26,SD-double checked,
715,S.hook,794,Field,22,H,M,25,2.39,SD-double checked,
716,S.hook,794,Field,22,H,M,25,2.36,SD-double checked,
717,S.hook,794,Field,22,H,M,25,2.45,SD-double checked,
718,S.hook,794,Field,22,H,M,25,2.57,SD-double checked,
719,S.hook,794,Field,18,H,M,25,1.81,SD-double checked,
720,S.hook,794,Field,18,H,M,25,1.97,SD-double checked,
721,S.hook,794,Field,18,H,M,2,0.11,SD-double checked,
722,S.hook,794,Field,18,H,M,13,0.56,SD-double checked,
723,S.hook,794,Field,18,H,M,1,0.07,SD-double checked,
724,S.hook,794,Field,16,H,M,25,1.9,SD-double checked,
725,S.hook,794,Field,16,H,M,25,2.24,SD-double checked,
726,S.hook,794,Field,16,H,M,22,1.15,SD-double checked,
727,S.hook,794,Field,16,H,M,25,1.56,SD-double checked,
728,S.hook,794,Field,16,H,M,24,1.71,SD-double checked,
729,S.hook,794,Field,16,H,M,25,1.91,SD-double checked,
730,S.hook,794,Field,16,H,M,7,0.46,SD-double checked,
731,S.hook,794,Field,16,H,M,25,2.07,SD-double checked,
732,S.hook,794,Field,16,H,M,3,0.2,SD-double checked,
733,S.hook,794,Field,2,H,M,25,2.16,SD-double checked,
734,S.hook,794,Field,2,H,M,25,1.94,SD-double checked,
735,S.hook,794,Field,2,H,M,25,2.03,SD-double checked,
736,S.hook,794,Field,2,H,M,25,2.17,SD-double checked,
737,S.hook,794,Field,2,H,M,17,1.51,SD-double checked,
738,S.hook,794,Field,2,H,M,25,2.26,SD-double checked,
739,S.hook,794,Field,2,H,M,7,0.51,SD-double checked,
740,S.kaal,3587,GH,1,H,M,25,10.77,SD-double checked,
741,S.kaal,3587,GH,1,H,M,25,10.44,SD-double checked,
742,S.kaal,3587,GH,1,H,M,25,10.04,SD-double checked,
743,S.kaal,3587,GH,1,H,M,25,10.88,SD-double checked,
744,S.kaal,3587,GH,1,H,M,25,9.83,SD-double checked,
745,S.kaal,3587,GH,1,H,M,25,10.15,SD-double checked,
746,S.kaal,3587,GH,1,H,M,25,10.02,SD-double checked,
747,S.kaal,3587,GH,1,H,M,25,10.29,SD-double checked,
748,S.kaal,3587,GH,1,H,M,10,4.07,SD-double checked,
749,S.kaal,3587,GH,1,H,M,25,10.592,SD-double checked,
750,S.kaal,3587,GH,1,H,M,25,10.206,SD-double checked,
751,S.kaal,3587,GH,1,H,M,6,2.566,SD-double checked,
752,S.keal,791,Field,50,F,D,25,2.13,SD-double checked,
753,S.keal,791,Field,50,F,D,25,2.18,SD-double checked,
754,S.keal,791,Field,50,F,D,25,2.2,SD-double checked,
755,S.keal,791,Field,50,F,D,25,2.11,SD-double checked,
756,S.keal,791,Field,50,F,D,25,2.22,SD-double checked,
757,S.keal,791,Field,50,F,D,25,2.13,SD-double checked,
758,S.keal,791,Field,50,F,D,25,2.23,SD-double checked,
759,S.keal,791,Field,50,F,D,25,2.09,SD-double checked,
760,S.keal,791,Field,50,F,D,25,2.29,SD-double checked,
761,S.keal,791,Field,50,F,D,25,2.21,SD-double checked,
762,S.keal,791,Field,20,F,D,25,2.22,SD-double checked,
763,S.keal,791,Field,20,F,D,25,1.65,SD-double checked,
764,S.keal,791,Field,20,F,D,25,1.92,SD-double checked,
765,S.keal,791,Field,20,F,D,25,1.94,SD-double checked,
766,S.keal,791,Field,20,F,D,25,1.96,SD-double checked,
767,S.keal,791,Field,20,F,D,25,1.68,SD-double checked,
768,S.keal,791,Field,20,F,D,25,1.86,SD-double checked,
769,S.keal,791,Field,20,F,D,25,2.34,SD-double checked,
770,S.keal,791,Field,20,F,D,25,1.85,SD-double checked,
771,S.keal,791,Field,20,F,D,25,1.92,SD-double checked,
772,S.keal,791,Field,54,F,D,25,1.82,SD-double checked,
773,S.keal,791,Field,54,F,D,25,2.14,SD-double checked,
774,S.keal,791,Field,54,F,D,25,1.8,SD-double checked,
775,S.keal,791,Field,54,F,D,25,1.43,SD-double checked,
776,S.keal,791,Field,54,F,D,25,1.7,SD-double checked,
777,S.keal,791,Field,54,F,D,2,0.12,SD-double checked,
778,S.keal,791,Field,55,sex?,D,25,2.64,SD-double checked,"Produced seeds, no flowers ever observed"
779,S.keal,791,Field,55,sex?,D,25,2.82,SD-double checked,
780,S.keal,791,Field,55,sex?,D,25,2.89,SD-double checked,
781,S.keal,791,Field,55,sex?,D,25,2.91,SD-double checked,
782,S.keal,791,Field,55,sex?,D,25,2.65,SD-double checked,
783,S.keal,791,Field,55,sex?,D,25,2.7,SD-double checked,
784,S.keal,791,Field,55,sex?,D,25,2.77,SD-double checked,
785,S.keal,791,Field,55,sex?,D,25,2.85,SD-double checked,
786,S.keal,791,Field,55,sex?,D,25,2.88,SD-double checked,
787,S.keal,791,Field,55,sex?,D,25,2.84,SD-double checked,
788,S.keal,791,Field,97,H,D,25,2.17,SD-double checked,
789,S.keal,791,Field,97,H,D,25,2.2,SD-double checked,
790,S.keal,791,Field,97,H,D,25,2.35,SD-double checked,
791,S.keal,791,Field,97,H,D,25,2.45,SD-double checked,
792,S.keal,791,Field,97,H,D,25,2.55,SD-double checked,
793,S.keal,791,Field,97,H,D,25,2.64,SD-double checked,
794,S.keal,791,Field,97,H,D,25,2.7,SD-double checked,
795,S.keal,791,Field,97,H,D,25,2.21,SD-double checked,
796,S.keal,791,Field,97,H,D,25,2.53,SD-double checked,
797,S.keal,791,Field,97,H,D,25,2.47,SD-double checked,
798,S.keal,791,Field,19,H?,D,25,1.84,SD-double checked,
799,S.keal,791,Field,19,H?,D,25,1.73,SD-double checked,
800,S.keal,791,Field,19,H?,D,25,1.83,SD-double checked,
801,S.keal,791,Field,19,H?,D,25,1.85,SD-double checked,
802,S.keal,791,Field,19,H?,D,25,1.93,SD-double checked,
803,S.keal,791,Field,19,H?,D,25,1.66,SD-double checked,
804,S.keal,791,Field,19,H?,D,25,1.82,SD-double checked,
805,S.keal,791,Field,19,H?,D,25,1.76,SD-double checked,
806,S.keal,791,Field,19,H?,D,25,1.51,SD-double checked,
807,S.keal,791,Field,19,H?,D,25,1.41,SD-double checked,
808,S.ligu,859,GH,3,H,D,25,4.73,SD-double checked,
809,S.ligu,859,GH,3,H,D,25,3.96,SD-double checked,
810,S.ligu,859,GH,3,H,D,25,4.18,SD-double checked,
811,S.ligu,859,GH,3,H,D,25,4.42,SD-double checked,
812,S.ligu,859,GH,3,H,D,25,4.55,SD-double checked,
813,S.ligu,859,GH,3,H,D,25,4.72,SD-double checked,
814,S.ligu,859,GH,3,H,D,25,3.83,SD-double checked,
815,S.ligu,859,GH,3,H,D,25,3.56,SD-double checked,
816,S.ligu,859,GH,3,H,D,25,3.7,SD-double checked,
817,S.ligu,859,GH,3,H,D,25,4.6,SD-double checked,
818,S.ligu,859,GH,3,H,D,25,4.53,SD-double checked,
819,S.ligu,859,GH,3,H,D,25,4.93,SD-double checked,
820,S.ligu,859,GH,3,H,D,1,0.15,SD-double checked,
821,S.mann,793,GH,5.3,H,D,25,2.7,SD-double checked,
822,S.mann,793,GH,5.3,H,D,25,2.85,SD-double checked,
823,S.mann,793,GH,5.3,H,D,25,2.72,SD-double checked,
824,S.mann,793,GH,5.3,H,D,25,2.79,SD-double checked,
825,S.mann,793,GH,5.3,H,D,23,2.73,SD-double checked,
826,S.mann,793,GH,6,H,D,25,3.39,SD-double checked,
827,S.mann,793,GH,6,H,D,25,3.64,SD-double checked,
828,S.mann,793,GH,6,H,D,25,3.53,SD-double checked,
829,S.mann,793,GH,6,H,D,25,3.43,SD-double checked,
830,S.mann,793,GH,6,H,D,6,0.85,SD-double checked,
831,S.memb,864,GH,99,H,M,25,4.072,SD-double checked,
832,S.memb,864,GH,99,H,M,25,3.331,SD-double checked,
833,S.memb,864,GH,99,H,M,25,3.465,SD-double checked,
834,S.memb,864,GH,99,H,M,25,3.503,SD-double checked,
835,S.memb,864,GH,99,H,M,25,3.47,SD-double checked,
836,S.memb,864,GH,99,H,M,25,3.548,SD-double checked,
837,S.memb,864,GH,99,H,M,25,3.476,SD-double checked,
838,S.memb,864,GH,99,H,M,25,3.485,SD-double checked,
839,S.memb,864,GH,99,H,M,25,3.428,SD-double checked,
840,S.memb,864,GH,99,H,M,25,3.773,SD-double checked,
841,S.memb,864,GH,99,H,M,4,0.61,SD-double checked,
842,S.memb,864,GH,99,H,M,25,3.069,SD-double checked,
843,S.memb,864,GH,99,H,M,25,3.65,SD-double checked,
